PeakID (cmd=annotatePeaks.pl filtered_anova.tsv mm10 -go filtered_anova_anno_go -annStats filtered_anova_anno.stats)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-657	chr8	20122723	20122722	+	0.142857142857143	NA	Intergenic	CpG	174710	NR_030708	547150		NR_030708	ENSMUSG00000121492	6820431F20Rik	-	cadherin 11 pseudogene	pseudo
1-94	chr1	171073824	171073823	-	0.136363636363636	NA	Intergenic	Intergenic	-9171	NR_106103	102466998		NR_106103	ENSMUSG00000118979	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
1-392	chr4	146239628	146239627	+	0.133333333333333	NA	Intergenic	CpG	-30758	NM_001083918	666532		NM_001083918	ENSMUSG00000067916	Zfp991	Gm13139	zinc finger protein 991	protein-coding
1-391	chr4	146239578	146239577	+	0.125	NA	Intergenic	CpG	-30808	NM_001083918	666532		NM_001083918	ENSMUSG00000067916	Zfp991	Gm13139	zinc finger protein 991	protein-coding
1-403	chr4	146496444	146496443	-	0.12	NA	Intergenic	MLTR18A_MM|LTR|ERVK	-5557	NM_001243138	100041433		NM_001243138	ENSMUSG00000056300	Zfp981	Gm13247	zinc finger protein 981	protein-coding
1-90	chr1	171065945	171065944	+	0.113636363636364	NA	Intergenic	CpG	-1292	NR_106103	102466998		NR_106103	ENSMUSG00000118979	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
1-182	chr13	44869937	44869936	+	0.111111111111111	NA	intron (NM_021878, intron 4 of 18)	LSU-rRNA_Hsa|rRNA|rRNA	132160	NM_025772	94245		NM_025772	ENSMUSG00000057531	Dtnbp1	5430437B18Rik|Bloc1s8|dysbindin|sdy	dystrobrevin binding protein 1	protein-coding
1-73	chr1	88301691	88301690	-	0.108108108108108	NA	Intergenic	Intergenic	-5045	NM_134252	171382		NM_134252	ENSMUSG00000036251	Trpm8	CMR1|LTRPC6|LTrpC-6|TRPP8|Trp-p8	transient receptor potential cation channel, subfamily M, member 8	protein-coding
1-658	chr8	20122740	20122739	+	0.0967741935483871	NA	Intergenic	CpG	174693	NR_030708	547150		NR_030708	ENSMUSG00000121492	6820431F20Rik	-	cadherin 11 pseudogene	pseudo
1-563	chr5	26007357	26007356	+	0.0952380952380952	NA	Intergenic	Intergenic	-2629	NM_001281519	100038949		NM_001281519	ENSMUSG00000091049	Gm1979	-	predicted gene 1979	protein-coding
1-649	chr8	15519993	15519992	-	0.0952380952380952	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	462339	NM_008664	17930		NM_008664	ENSMUSG00000031461	Myom2	-	myomesin 2	protein-coding
1-85	chr1	171064044	171064043	-	0.0714285714285714	NA	TTS (NR_106103)	TTS (NR_106103)	609	NR_106103	102466998		NR_106103	ENSMUSG00000118979	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
1-320	chr2	165246419	165246418	+	0.0714285714285714	NA	Intergenic	Intergenic	-11681	NM_174988	104010		NM_174988	ENSMUSG00000053166	Cdh22	-	cadherin 22	protein-coding
1-599	chr5	146261315	146261314	-	0.0625	NA	intron (NM_001359990, intron 2 of 12)	LSU-rRNA_Hsa|rRNA|rRNA	30064	NM_001359991	264064		NM_153599	ENSMUSG00000029635	Cdk8	-	cyclin dependent kinase 8	protein-coding
1-646	chr8	15519950	15519949	-	0.03125	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	462296	NM_008664	17930		NM_008664	ENSMUSG00000031461	Myom2	-	myomesin 2	protein-coding
1-526	chr5	15517643	15517642	+	0	NA	Intergenic	Intergenic	11580	NM_001310449	100861755		NM_001310449	ENSMUSG00000106445	Gm21190	-	predicted gene, 21190	protein-coding
1-472	chr5	14994672	14994671	+	0	NA	Intergenic	Intergenic	-15772	NM_001281514	100503549		NM_001281514	ENSMUSG00000072188	Speer4e2	Gm10354	spermatogenesis associated glutamate (E)-rich protein 4E2	protein-coding
1-454	chr5	14960488	14960487	-	0	NA	intron (NR_001584, intron 2 of 3)	intron (NR_001584, intron 2 of 3)	15193	NR_001584	74062		NR_001584		Speer8-ps1	4933405L09Rik|SPEER-8|Speer8-ps	spermatogenesis associated glutamate (E)-rich protein 8, pseudogene 1	pseudo
1-501	chr5	15061284	15061283	+	0	NA	Intergenic	MMERVK10C-int|LTR|ERVK	-28276	NM_182957	66773		NM_182957	ENSMUSG00000091897	Gm17019	-	predicted gene 17019	protein-coding
1-216	chr14	19416971	19416970	+	0	NA	Intergenic	GSAT_MM|Satellite|Satellite	87925	NR_164364	100042024		NM_001374231	ENSMUSG00000094590	Gm3629	-	predicted gene 3629	protein-coding
1-399	chr4	146475007	146475006	-	0	NA	Intergenic	CpG	25976	NM_001085522	433791		NM_001085522	ENSMUSG00000070605	Zfp992	Gm13251	zinc finger protein 992	protein-coding
1-458	chr5	14971989	14971988	-	0	NA	intron (NR_001584, intron 2 of 3)	Lx5c|LINE|L1	6911	NM_001281514	100503549		NM_001281514	ENSMUSG00000072188	Speer4e2	Gm10354	spermatogenesis associated glutamate (E)-rich protein 4E2	protein-coding
1-316	chr2	99055712	99055711	+	0	NA	Intergenic	MERVL-int|LTR|ERVL	1588054	NM_001363049	241568		NM_178725	ENSMUSG00000050587	Lrrc4c	6430556C10Rik|NGL-1	leucine rich repeat containing 4C	protein-coding
1-447	chr5	14921220	14921219	-	0	NA	Intergenic	RMER6BA|LTR|ERVK	-6330	NM_198666	381714		NM_198666	ENSMUSG00000033219	Gm9758	-	predicted gene 9758	protein-coding
1-515	chr5	15483949	15483948	+	0	NA	Intergenic	L1_Mus3|LINE|L1	-7412	NM_001374725	100861702		NM_001374725	ENSMUSG00000099762	Gm21149	-	predicted gene, 21149	protein-coding
1-260	chr17	13205556	13205555	-	0	NA	non-coding (NR_033458, exon 1 of 1)	non-coding (NR_033458, exon 1 of 1)	513	NR_033458	100038394		NR_033458	ENSMUSG00000117051	Gm10512	-	predicted gene 10512	ncRNA
1-87	chr1	171065452	171065451	-	0	NA	promoter-TSS (NR_106103)	promoter-TSS (NR_106103)	-799	NR_106103	102466998		NR_106103	ENSMUSG00000118979	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
1-457	chr5	14963795	14963794	-	0	NA	intron (NR_001584, intron 2 of 3)	intron (NR_001584, intron 2 of 3)	15105	NM_001281514	100503549		NM_001281514	ENSMUSG00000072188	Speer4e2	Gm10354	spermatogenesis associated glutamate (E)-rich protein 4E2	protein-coding
1-520	chr5	15508275	15508274	-	0	NA	Intergenic	Intergenic	20948	NM_001310449	100861755		NM_001310449	ENSMUSG00000106445	Gm21190	-	predicted gene, 21190	protein-coding
1-225	chr15	9900382	9900381	-	0	NA	Intergenic	L1_Mus3|LINE|L1	-151513	NM_001305044	320277		NM_177123	ENSMUSG00000072663	Spef2	C230086A09Rik	sperm flagellar 2	protein-coding
1-548	chr5	15687199	15687198	-	0	NA	intron (NR_001585, intron 1 of 4)	MMERVK10C-int|LTR|ERVK	6488	NR_001585	75858		NR_001585	ENSMUSG00000089871	Speer4cos	4930568L21Rik|SPEER-7|Speer7-ps|Speer7-ps1	spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript	pseudo
1-495	chr5	15051080	15051079	+	0	NA	Intergenic	Intergenic	-18072	NM_182957	66773		NM_182957	ENSMUSG00000091897	Gm17019	-	predicted gene 17019	protein-coding
1-398	chr4	146474988	146474987	-	0	NA	Intergenic	CpG	25957	NM_001085522	433791		NM_001085522	ENSMUSG00000070605	Zfp992	Gm13251	zinc finger protein 992	protein-coding
1-459	chr5	14972066	14972065	-	0	NA	intron (NR_001584, intron 2 of 3)	Lx5c|LINE|L1	6834	NM_001281514	100503549		NM_001281514	ENSMUSG00000072188	Speer4e2	Gm10354	spermatogenesis associated glutamate (E)-rich protein 4E2	protein-coding
1-524	chr5	15514221	15514220	+	0	NA	Intergenic	L1_Mm|LINE|L1	15002	NM_001310449	100861755		NM_001310449	ENSMUSG00000106445	Gm21190	-	predicted gene, 21190	protein-coding
1-500	chr5	15061233	15061232	+	0	NA	Intergenic	MMERVK10C-int|LTR|ERVK	-28225	NM_182957	66773		NM_182957	ENSMUSG00000091897	Gm17019	-	predicted gene 17019	protein-coding
1-614	chr6	48236804	48236803	+	0	NA	intron (NR_152250, intron 1 of 4)	L1Md_T|LINE|L1	-150210	NM_001362062	69228		NM_001163475	ENSMUSG00000057691	Zfp746	2810407L07Rik|Znf746	zinc finger protein 746	protein-coding
1-549	chr5	15687213	15687212	-	0	NA	intron (NR_001585, intron 1 of 4)	MMERVK10C-int|LTR|ERVK	6502	NR_001585	75858		NR_001585	ENSMUSG00000089871	Speer4cos	4930568L21Rik|SPEER-7|Speer7-ps|Speer7-ps1	spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript	pseudo
1-452	chr5	14949034	14949033	+	0	NA	intron (NR_001584, intron 1 of 3)	ORR1A3|LTR|ERVL-MaLR	3739	NR_001584	74062		NR_001584		Speer8-ps1	4933405L09Rik|SPEER-8|Speer8-ps	spermatogenesis associated glutamate (E)-rich protein 8, pseudogene 1	pseudo
1-134	chr11	12861936	12861935	-	0	NA	Intergenic	L1_Mus3|LINE|L1	-396975	NM_001282993	12808		NM_172496	ENSMUSG00000020173	Cobl	-	cordon-bleu WH2 repeat	protein-coding
1-552	chr5	15690418	15690417	+	0	NA	intron (NR_001585, intron 1 of 4)	intron (NR_001585, intron 1 of 4)	9707	NR_001585	75858		NR_001585	ENSMUSG00000089871	Speer4cos	4930568L21Rik|SPEER-7|Speer7-ps|Speer7-ps1	spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript	pseudo
1-397	chr4	146474983	146474982	-	0	NA	Intergenic	CpG	25952	NM_001085522	433791		NM_001085522	ENSMUSG00000070605	Zfp992	Gm13251	zinc finger protein 992	protein-coding
1-314	chr2	95796697	95796696	-	0	NA	Intergenic	L1Md_A|LINE|L1	-521473	NM_001289742	241568		NM_178725	ENSMUSG00000050587	Lrrc4c	6430556C10Rik|NGL-1	leucine rich repeat containing 4C	protein-coding
1-577	chr5	94724332	94724331	-	0	NA	Intergenic	RLTR6-int|LTR|ERV1	137923	NM_001378724	108169097		NM_001378724	ENSMUSG00000094195	Pramel44	624507|Gm42117|Gm6509	PRAME like 44	protein-coding
1-527	chr5	15524759	15524758	+	0	NA	3' UTR (NM_001310449, exon 5 of 5)	3' UTR (NM_001310449, exon 5 of 5)	4464	NM_001310449	100861755		NM_001310449	ENSMUSG00000106445	Gm21190	-	predicted gene, 21190	protein-coding
1-550	chr5	15687363	15687362	-	0	NA	intron (NR_001585, intron 1 of 4)	MMERVK10C-int|LTR|ERVK	6652	NR_001585	75858		NR_001585	ENSMUSG00000089871	Speer4cos	4930568L21Rik|SPEER-7|Speer7-ps|Speer7-ps1	spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript	pseudo
1-364	chr4	61838356	61838355	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-3175	NM_008649	17844		NM_008649	ENSMUSG00000058523	Mup5	Mup18	major urinary protein 5	protein-coding
1-471	chr5	14994662	14994661	+	0	NA	Intergenic	Intergenic	-15762	NM_001281514	100503549		NM_001281514	ENSMUSG00000072188	Speer4e2	Gm10354	spermatogenesis associated glutamate (E)-rich protein 4E2	protein-coding
1-409	chr4	147087022	147087021	+	0	NA	Intergenic	CpG	-18585	NR_045446	71270		NR_045446	ENSMUSG00000093617	4933438K21Rik	-	RIKEN cDNA 4933438K21 gene	ncRNA
1-513	chr5	15468820	15468819	+	0	NA	Intergenic	Intergenic	7717	NM_001374725	100861702		NM_001374725	ENSMUSG00000099762	Gm21149	-	predicted gene, 21149	protein-coding
1-521	chr5	15512395	15512394	+	0	NA	Intergenic	RMER17A|LTR|ERVK	16828	NM_001310449	100861755		NM_001310449	ENSMUSG00000106445	Gm21190	-	predicted gene, 21190	protein-coding
1-502	chr5	15061394	15061393	+	0	NA	Intergenic	MMERVK10C-int|LTR|ERVK	-28386	NM_182957	66773		NM_182957	ENSMUSG00000091897	Gm17019	-	predicted gene 17019	protein-coding
1-540	chr5	15677832	15677831	-	0	NA	Intergenic	L1Md_T|LINE|L1	-2879	NR_001585	75858		NR_001585	ENSMUSG00000089871	Speer4cos	4930568L21Rik|SPEER-7|Speer7-ps|Speer7-ps1	spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript	pseudo
1-561	chr5	26004599	26004598	-	0	NA	exon (NM_001281519, exon 1 of 5)	exon (NM_001281519, exon 1 of 5)	129	NM_001281519	100038949		NM_001281519	ENSMUSG00000091049	Gm1979	-	predicted gene 1979	protein-coding
1-88	chr1	171065455	171065454	-	0	NA	promoter-TSS (NR_106103)	promoter-TSS (NR_106103)	-802	NR_106103	102466998		NR_106103	ENSMUSG00000118979	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
1-539	chr5	15659141	15659140	-	0	NA	Intergenic	Intergenic	-2081	NR_073011	381715		NR_073011	ENSMUSG00000069720	Speer4c2	4930572O03Rik	spermatogenesis associated glutamate (E)-rich protein 4C2	pseudo
1-473	chr5	14994758	14994757	+	0	NA	Intergenic	B1F|SINE|Alu	-15858	NM_001281514	100503549		NM_001281514	ENSMUSG00000072188	Speer4e2	Gm10354	spermatogenesis associated glutamate (E)-rich protein 4E2	protein-coding
1-518	chr5	15507438	15507437	+	0	NA	Intergenic	Intergenic	21785	NM_001310449	100861755		NM_001310449	ENSMUSG00000106445	Gm21190	-	predicted gene, 21190	protein-coding
1-285	chr17	39845808	39845807	+	0	NA	non-coding (NR_046233, exon 1 of 1)	non-coding (NR_046233, exon 1 of 1)	2810	NR_046233	100861531		NR_046233		Rn45s	-	45S pre-ribosomal RNA	rRNA
1-580	chr5	100571134	100571133	+	0	NA	intron (NM_139198, intron 1 of 4)	intron (NM_139198, intron 1 of 4)	1072	NM_139198	231507		NM_139198	ENSMUSG00000029322	Plac8	C15|D5Wsu111e	placenta-specific 8	protein-coding
1-536	chr5	15630880	15630879	+	0	NA	Intergenic	B1_Mus2|SINE|Alu	11780	NM_025759	360220		NM_025759	ENSMUSG00000070933	Speer4d	4933431D05Rik|SPEER-4D	spermatogenesis associated glutamate (E)-rich protein 4D	protein-coding
1-497	chr5	15054946	15054945	-	0	NA	Intergenic	RLTR10C|LTR|ERVK	-21938	NM_182957	66773		NM_182957	ENSMUSG00000091897	Gm17019	-	predicted gene 17019	protein-coding
1-530	chr5	15591732	15591731	-	0	NA	Intergenic	Intergenic	14438	NM_001310450	105242399		NM_001310450	ENSMUSG00000096878	Gm21083	-	predicted gene, 21083	protein-coding
1-363	chr4	61838351	61838350	+	0	NA	Intergenic	RLTR45|LTR|ERVK	-3170	NM_008649	17844		NM_008649	ENSMUSG00000058523	Mup5	Mup18	major urinary protein 5	protein-coding
1-385	chr4	145844704	145844703	+	0	NA	Intergenic	Intergenic	7484	NR_033612	236069		NR_033612	ENSMUSG00000096233	Gm13238	-	carnitine deficiency-associated gene expressed in ventricle 3 pseudogene	pseudo
1-464	chr5	14974520	14974519	-	0	NA	TTS (NM_001281514)	TTS (NM_001281514)	4380	NM_001281514	100503549		NM_001281514	ENSMUSG00000072188	Speer4e2	Gm10354	spermatogenesis associated glutamate (E)-rich protein 4E2	protein-coding
1-393	chr4	146239637	146239636	+	0	NA	Intergenic	CpG	-30749	NM_001083918	666532		NM_001083918	ENSMUSG00000067916	Zfp991	Gm13139	zinc finger protein 991	protein-coding
1-647	chr8	15519962	15519961	-	0	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	462308	NM_008664	17930		NM_008664	ENSMUSG00000031461	Myom2	-	myomesin 2	protein-coding
1-295	chr18	20807660	20807659	-	0	NA	Intergenic	Intergenic	-61255	NM_019737	56386		NM_019737	ENSMUSG00000056124	B4galt6	-	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6	protein-coding
1-344	chr3	106257195	106257194	-	0	NA	Intergenic	ERVB4_1B-I_MM-int|LTR|ERVK	-37715	NM_145126	104183		NM_145126	ENSMUSG00000063779	Chil4	Chi3l4|Ym2	chitinase-like 4	protein-coding
1-481	chr5	15007834	15007833	-	0	NA	Intergenic	Lx|LINE|L1	25174	NM_182957	66773		NM_182957	ENSMUSG00000091897	Gm17019	-	predicted gene 17019	protein-coding
1-534	chr5	15611552	15611551	+	0	NA	Intergenic	Lx5c|LINE|L1	-7548	NM_025759	360220		NM_025759	ENSMUSG00000070933	Speer4d	4933431D05Rik|SPEER-4D	spermatogenesis associated glutamate (E)-rich protein 4D	protein-coding
1-89	chr1	171065876	171065875	-	0	NA	Intergenic	CpG	-1223	NR_106103	102466998		NR_106103	ENSMUSG00000118979	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
1-538	chr5	15653569	15653568	-	0	NA	non-coding (NR_073011, exon 4 of 5)	non-coding (NR_073011, exon 4 of 5)	3491	NR_073011	381715		NR_073011	ENSMUSG00000069720	Speer4c2	4930572O03Rik	spermatogenesis associated glutamate (E)-rich protein 4C2	pseudo
1-272	chr17	13423181	13423180	+	0	NA	Intergenic	Intergenic	68608	NM_001167578	100041352		NM_001167578	ENSMUSG00000052469	Tcp10c	D17Leh66C|D17Leh66ca|Gm9880|T66C-a|Tcp-10c	t-complex protein 10c	protein-coding
1-537	chr5	15645082	15645081	-	0	NA	Intergenic	Intergenic	11978	NR_073011	381715		NR_073011	ENSMUSG00000069720	Speer4c2	4930572O03Rik	spermatogenesis associated glutamate (E)-rich protein 4C2	pseudo
